year,month,crop_type,soil_type,region,season,rainfall_mm,farmer_land_size_acres,pest_pressure,soil_fertility,crop_stage,previous_input_usage
2019,11,Potato,Red,Telangana,Rabi,968.57,15.96,Medium,Medium,Harvest,Mancozeb
2020,5,Tomato,Alluvial,Chhattisgarh,Zaid,1016.28,10.65,High,Medium,Sowing,Mancozeb
2018,4,Potato,Laterite,Assam,Zaid,1218.49,15.52,High,High,Harvest,Mancozeb
2020,9,Tomato,Alluvial,Tamil Nadu,Kharif,1413.04,4.79,Low,Low,Sowing,Mancozeb
2020,6,Potato,Laterite,Tamil Nadu,Kharif,1290.72,13.18,Low,Low,Harvest,Mancozeb
2024,11,Tomato,Alluvial,Gujarat,Rabi,1444.4,19.17,Low,Medium,Sowing,Mancozeb
2020,6,Potato,Red,Andhra Pradesh,Kharif,1894.65,18.94,High,High,Sowing,Mancozeb
2019,4,Potato,Sandy,Andhra Pradesh,Zaid,1256.76,0.62,Low,Medium,Harvest,Mancozeb
2016,3,Tomato,Sandy,Punjab,Rabi,913.96,16.23,Medium,Medium,Growth,Mancozeb
2023,7,Potato,Sandy,Telangana,Kharif,1055.83,7.51,High,High,Sowing,Mancozeb
2019,5,Potato,Alluvial,Jharkhand,Zaid,1994.51,4.99,Low,Low,Sowing,Mancozeb
2024,1,Tomato,Black,Telangana,Rabi,1461.76,16.6,Low,Low,Sowing,Mancozeb
2018,9,Tomato,Sandy,Andhra Pradesh,Kharif,1174.39,4.51,High,Low,Sowing,Mancozeb
2016,4,Tomato,Black,Punjab,Zaid,993.87,5.58,High,Low,Growth,Mancozeb
2017,10,Tomato,Laterite,Jharkhand,Kharif,1941.99,3.51,High,Low,Growth,Mancozeb
2019,10,Tomato,Sandy,Gujarat,Kharif,819.23,9.11,High,Medium,Harvest,Mancozeb
2016,2,Tomato,Red,Kerala,Rabi,1184.58,15.73,High,Low,Growth,Mancozeb
2017,8,Tomato,Red,Assam,Kharif,1283.83,16.26,Low,Low,Sowing,Mancozeb
2019,2,Potato,Red,Punjab,Rabi,1793.5,3.93,Low,Low,Sowing,Mancozeb
2016,1,Potato,Laterite,Jharkhand,Rabi,1233.8,15.36,High,High,Harvest,Mancozeb
2017,4,Tomato,Red,Jharkhand,Zaid,1359.7,3.67,High,High,Sowing,Mancozeb
2020,4,Potato,Laterite,Haryana,Zaid,1054.83,8.22,High,High,Growth,Mancozeb
2020,8,Potato,Red,Uttar Pradesh,Kharif,1808.55,0.73,Low,Medium,Growth,Mancozeb
2025,4,Tomato,Alluvial,West Bengal,Zaid,1293.21,13.42,Medium,Low,Growth,Mancozeb
2018,5,Tomato,Alluvial,Haryana,Zaid,1297.77,15.0,High,High,Sowing,Mancozeb
2022,2,Potato,Laterite,Haryana,Rabi,1969.06,8.16,Medium,High,Growth,Mancozeb
2025,6,Potato,Red,Madhya Pradesh,Kharif,1208.56,1.87,Low,High,Harvest,Mancozeb
2024,11,Tomato,Black,Bihar,Rabi,1842.9,14.31,High,High,Sowing,Mancozeb
2025,3,Tomato,Sandy,Madhya Pradesh,Rabi,1897.25,1.5,Medium,High,Growth,Mancozeb
2016,12,Potato,Black,Karnataka,Rabi,1114.73,13.53,Low,Medium,Sowing,Mancozeb
2020,1,Tomato,Alluvial,Jharkhand,Rabi,1338.48,5.84,Low,Low,Harvest,Mancozeb
2025,12,Tomato,Red,Punjab,Rabi,957.63,11.61,Medium,High,Growth,Mancozeb
2021,2,Tomato,Red,Rajasthan,Rabi,1898.87,1.66,Low,Medium,Harvest,Mancozeb
2021,6,Potato,Laterite,Madhya Pradesh,Kharif,1671.62,2.43,Medium,Medium,Harvest,Mancozeb
2019,11,Potato,Red,Kerala,Rabi,1249.88,16.21,Medium,Medium,Sowing,Mancozeb
2023,4,Potato,Red,Gujarat,Zaid,969.33,17.78,Medium,High,Sowing,Mancozeb
2017,5,Potato,Laterite,Odisha,Zaid,1833.99,9.54,Low,Medium,Growth,Mancozeb
2024,10,Potato,Black,Rajasthan,Kharif,1720.53,5.1,Low,High,Growth,Mancozeb
2020,8,Potato,Black,Karnataka,Kharif,1318.03,18.11,Medium,Medium,Harvest,Mancozeb
2023,7,Tomato,Laterite,Tamil Nadu,Kharif,1898.97,15.37,Low,Low,Harvest,Mancozeb
2023,8,Tomato,Sandy,Bihar,Kharif,1734.28,12.09,High,Medium,Harvest,Mancozeb
2025,9,Potato,Alluvial,Karnataka,Kharif,901.2,11.91,Medium,High,Harvest,Mancozeb
2023,8,Tomato,Alluvial,Uttar Pradesh,Kharif,1702.85,15.76,Low,High,Growth,Mancozeb
2024,3,Potato,Laterite,Madhya Pradesh,Rabi,1630.18,17.87,High,High,Harvest,Mancozeb
2024,10,Potato,Black,Madhya Pradesh,Kharif,1931.04,17.51,High,High,Harvest,Mancozeb
2025,7,Tomato,Alluvial,Tamil Nadu,Kharif,1399.61,16.72,High,High,Growth,Mancozeb
2021,5,Potato,Black,Kerala,Zaid,1584.08,11.84,High,Low,Harvest,Mancozeb
2023,3,Potato,Laterite,Assam,Rabi,941.65,4.84,Medium,Medium,Sowing,Mancozeb
2024,3,Tomato,Laterite,Bihar,Rabi,1029.17,18.54,High,Low,Growth,Mancozeb
2023,10,Potato,Black,Madhya Pradesh,Kharif,1949.65,1.58,High,High,Sowing,Mancozeb
2017,1,Tomato,Laterite,West Bengal,Rabi,1946.82,16.99,Medium,Medium,Sowing,Mancozeb
2025,7,Tomato,Sandy,Punjab,Kharif,1413.98,16.04,Low,High,Harvest,Mancozeb
2025,12,Potato,Sandy,Andhra Pradesh,Rabi,1265.05,0.74,Low,Low,Growth,Mancozeb
2019,9,Tomato,Red,Chhattisgarh,Kharif,1672.69,13.92,Low,High,Sowing,Mancozeb
2017,9,Tomato,Red,Odisha,Kharif,968.2,10.53,Medium,High,Sowing,Mancozeb
2025,9,Potato,Alluvial,Andhra Pradesh,Kharif,1726.28,16.6,Low,Medium,Growth,Mancozeb
2024,11,Tomato,Sandy,Gujarat,Rabi,1895.49,2.58,High,Low,Harvest,Mancozeb
2016,3,Tomato,Sandy,Madhya Pradesh,Rabi,1402.61,4.95,High,High,Harvest,Mancozeb
2021,12,Tomato,Laterite,Rajasthan,Rabi,1006.7,13.98,Low,Low,Growth,Mancozeb
2019,12,Potato,Sandy,Odisha,Rabi,1258.58,18.32,Low,Low,Growth,Mancozeb
2019,5,Potato,Sandy,Madhya Pradesh,Zaid,1324.08,15.19,High,Medium,Growth,Mancozeb
2020,7,Tomato,Laterite,Rajasthan,Kharif,1829.06,1.09,Medium,High,Harvest,Mancozeb
2024,8,Tomato,Laterite,Karnataka,Kharif,845.36,1.09,High,Medium,Harvest,Mancozeb
2024,10,Potato,Alluvial,Gujarat,Kharif,950.75,17.5,Low,Low,Sowing,Mancozeb
2025,4,Potato,Sandy,Karnataka,Zaid,1594.94,7.48,Medium,Low,Sowing,Mancozeb
2023,1,Potato,Sandy,West Bengal,Rabi,928.29,11.62,High,Medium,Growth,Mancozeb
2021,9,Tomato,Black,Rajasthan,Kharif,898.94,11.54,High,Medium,Sowing,Mancozeb
2018,2,Potato,Sandy,Chhattisgarh,Rabi,844.15,3.12,High,High,Harvest,Mancozeb
2016,7,Tomato,Red,Bihar,Kharif,1130.63,13.83,Medium,High,Harvest,Mancozeb
2016,10,Tomato,Laterite,Madhya Pradesh,Kharif,1687.7,3.27,High,Medium,Sowing,Mancozeb
2025,7,Potato,Red,Maharashtra,Kharif,1114.92,18.43,Low,Medium,Growth,Mancozeb
2025,1,Tomato,Alluvial,Telangana,Rabi,987.45,18.78,Low,High,Sowing,Mancozeb
2022,7,Potato,Black,Jharkhand,Kharif,1070.53,17.58,Medium,Low,Sowing,Mancozeb
2021,10,Tomato,Black,Tamil Nadu,Kharif,972.41,10.7,Medium,Low,Growth,Mancozeb
2023,6,Tomato,Black,West Bengal,Kharif,1250.73,15.3,High,Low,Harvest,Mancozeb
2021,2,Potato,Laterite,Andhra Pradesh,Rabi,1273.64,7.59,High,Low,Growth,Mancozeb
2024,10,Tomato,Black,Gujarat,Kharif,1856.55,19.71,High,Low,Growth,Mancozeb
2022,5,Potato,Black,West Bengal,Zaid,1359.88,3.55,Medium,Low,Growth,Mancozeb
2021,4,Potato,Sandy,Tamil Nadu,Zaid,819.4,19.29,Low,Medium,Harvest,Mancozeb
2018,6,Tomato,Alluvial,Jharkhand,Kharif,833.46,19.49,Low,Low,Harvest,Mancozeb
2024,5,Tomato,Black,Rajasthan,Zaid,1511.04,18.08,High,Low,Sowing,Mancozeb
2023,3,Tomato,Black,Uttar Pradesh,Rabi,1401.56,13.76,Medium,Medium,Growth,Mancozeb
2023,9,Tomato,Laterite,Haryana,Kharif,840.24,19.44,Low,Medium,Growth,Mancozeb
2024,7,Potato,Red,Karnataka,Kharif,1780.94,16.35,High,Low,Growth,Mancozeb
2016,1,Tomato,Red,Assam,Rabi,1077.52,14.0,Medium,Medium,Sowing,Mancozeb
2024,6,Tomato,Black,Andhra Pradesh,Kharif,1564.42,12.7,Medium,Medium,Sowing,Mancozeb
2023,7,Tomato,Sandy,Maharashtra,Kharif,1328.56,0.65,High,High,Growth,Mancozeb
2017,8,Tomato,Black,Bihar,Kharif,1188.14,5.92,Medium,High,Harvest,Mancozeb
2016,1,Tomato,Alluvial,Tamil Nadu,Rabi,1557.84,8.3,Low,High,Growth,Mancozeb
2024,9,Potato,Sandy,Tamil Nadu,Kharif,1461.33,8.99,Medium,High,Growth,Mancozeb
2025,6,Potato,Laterite,West Bengal,Kharif,1730.11,13.15,Low,High,Growth,Mancozeb
2022,2,Potato,Sandy,West Bengal,Rabi,1786.07,14.82,Medium,Medium,Sowing,Mancozeb
2020,1,Potato,Sandy,Jharkhand,Rabi,1596.86,8.88,High,High,Harvest,Mancozeb
2020,2,Tomato,Laterite,West Bengal,Rabi,1140.36,17.13,Low,Low,Growth,Mancozeb
2024,1,Tomato,Red,Bihar,Rabi,1341.45,14.02,Low,High,Harvest,Mancozeb
2024,4,Potato,Alluvial,Bihar,Zaid,1579.57,4.55,Medium,Low,Sowing,Mancozeb
2021,2,Potato,Sandy,Jharkhand,Rabi,1606.9,16.83,Medium,Low,Sowing,Mancozeb
2016,6,Tomato,Laterite,Gujarat,Kharif,1196.81,11.56,Low,High,Growth,Mancozeb
2023,9,Potato,Sandy,Uttar Pradesh,Kharif,810.87,9.43,Medium,Medium,Growth,Mancozeb
2019,8,Potato,Sandy,Jharkhand,Kharif,880.07,19.62,Medium,High,Growth,Mancozeb
2025,8,Tomato,Sandy,Telangana,Kharif,1660.73,4.96,Low,High,Growth,Mancozeb
2019,6,Potato,Sandy,Telangana,Kharif,1442.53,12.74,High,Medium,Growth,Mancozeb
2021,10,Potato,Red,Tamil Nadu,Kharif,1379.72,16.64,Medium,Low,Sowing,Mancozeb
2018,3,Potato,Black,Gujarat,Rabi,992.72,14.89,Low,Low,Growth,Mancozeb
2025,10,Potato,Black,Punjab,Kharif,1865.25,3.01,Low,Low,Growth,Mancozeb
2023,7,Tomato,Black,Rajasthan,Kharif,1024.0,8.97,High,Medium,Harvest,Mancozeb
2020,8,Tomato,Sandy,Telangana,Kharif,906.69,12.8,Medium,High,Harvest,Mancozeb
2019,12,Tomato,Sandy,Karnataka,Rabi,1528.63,16.4,Medium,Low,Harvest,Mancozeb
2017,12,Potato,Alluvial,Madhya Pradesh,Rabi,1171.07,10.73,Medium,High,Growth,Mancozeb
2019,7,Potato,Sandy,Tamil Nadu,Kharif,829.87,12.89,Medium,Medium,Sowing,Mancozeb
2017,7,Potato,Red,Maharashtra,Kharif,1774.06,9.0,Medium,Medium,Sowing,Mancozeb
2016,5,Tomato,Red,Bihar,Zaid,932.83,7.02,Low,Medium,Growth,Mancozeb
2018,12,Tomato,Alluvial,West Bengal,Rabi,1454.5,6.03,Medium,Low,Growth,Mancozeb
2025,2,Tomato,Alluvial,Chhattisgarh,Rabi,829.63,10.89,High,High,Harvest,Mancozeb
2018,1,Potato,Sandy,Madhya Pradesh,Rabi,1868.86,10.74,High,Low,Sowing,Mancozeb
2025,10,Tomato,Alluvial,Tamil Nadu,Kharif,1961.54,5.28,Low,Medium,Sowing,Mancozeb
2018,10,Potato,Laterite,Chhattisgarh,Kharif,1186.65,15.45,Low,Medium,Harvest,Mancozeb
2021,4,Tomato,Red,Uttar Pradesh,Zaid,1496.99,18.98,High,Medium,Growth,Mancozeb
2018,5,Tomato,Sandy,Haryana,Zaid,1177.78,12.98,High,Medium,Harvest,Mancozeb
2018,8,Tomato,Sandy,Telangana,Kharif,1777.04,17.19,High,Medium,Growth,Mancozeb
2024,4,Potato,Sandy,Karnataka,Zaid,1048.39,12.96,High,High,Sowing,Mancozeb
2016,10,Tomato,Laterite,Chhattisgarh,Kharif,1441.16,12.78,Medium,High,Harvest,Mancozeb
2018,8,Tomato,Alluvial,Tamil Nadu,Kharif,1607.43,15.81,Low,High,Growth,Mancozeb
2024,1,Potato,Laterite,Madhya Pradesh,Rabi,1794.97,18.39,High,Low,Growth,Mancozeb
2022,4,Potato,Sandy,Chhattisgarh,Zaid,1539.88,15.81,Medium,High,Growth,Mancozeb
2022,3,Potato,Sandy,Uttar Pradesh,Rabi,1551.94,8.3,Low,High,Sowing,Mancozeb
2022,6,Tomato,Sandy,Assam,Kharif,1746.94,18.63,High,High,Growth,Mancozeb
2017,7,Tomato,Black,Tamil Nadu,Kharif,971.13,9.98,Medium,High,Growth,Mancozeb
2025,1,Tomato,Alluvial,Telangana,Rabi,1796.5,11.46,Low,Medium,Harvest,Mancozeb
2019,3,Tomato,Sandy,Chhattisgarh,Rabi,1864.94,17.53,High,Medium,Sowing,Mancozeb
2024,3,Potato,Sandy,Uttar Pradesh,Rabi,1484.43,1.58,Medium,High,Sowing,Mancozeb
2016,8,Potato,Black,Odisha,Kharif,956.06,3.71,Medium,Medium,Harvest,Mancozeb
2019,7,Potato,Black,Madhya Pradesh,Kharif,1107.51,16.47,High,Low,Growth,Mancozeb
2024,10,Potato,Alluvial,Uttar Pradesh,Kharif,1182.27,2.63,Low,High,Sowing,Mancozeb
2017,11,Potato,Alluvial,Punjab,Rabi,1526.92,14.65,Low,Medium,Growth,Mancozeb
2019,8,Potato,Laterite,Odisha,Kharif,1080.34,10.29,Medium,High,Sowing,Mancozeb
2021,4,Potato,Black,Tamil Nadu,Zaid,1065.47,1.46,Low,Medium,Sowing,Mancozeb
2022,1,Potato,Laterite,Punjab,Rabi,1038.23,8.81,Medium,High,Harvest,Mancozeb
2018,6,Tomato,Sandy,Chhattisgarh,Kharif,1855.52,17.71,High,High,Growth,Mancozeb
2018,2,Potato,Sandy,Odisha,Rabi,1410.63,11.29,Medium,Medium,Sowing,Mancozeb
2025,4,Tomato,Red,Madhya Pradesh,Zaid,1451.98,4.85,Medium,Low,Growth,Mancozeb
2022,2,Potato,Alluvial,Karnataka,Rabi,1749.28,0.91,High,High,Growth,Mancozeb
2018,8,Tomato,Red,Punjab,Kharif,1264.8,17.06,High,Medium,Harvest,Mancozeb
2019,9,Potato,Laterite,Gujarat,Kharif,1998.64,17.22,Low,High,Growth,Mancozeb
2016,2,Tomato,Sandy,Kerala,Rabi,1879.33,12.94,Low,High,Sowing,Mancozeb
2025,6,Potato,Alluvial,Jharkhand,Kharif,1244.91,17.32,High,Medium,Sowing,Mancozeb
2018,7,Potato,Laterite,Andhra Pradesh,Kharif,1988.04,5.79,High,Medium,Growth,Mancozeb
2018,9,Potato,Black,Andhra Pradesh,Kharif,1077.73,13.05,Low,High,Harvest,Mancozeb
2017,5,Tomato,Red,Assam,Zaid,849.53,1.25,High,Medium,Growth,Mancozeb
2017,1,Tomato,Laterite,Punjab,Rabi,1138.28,5.3,Low,High,Harvest,Mancozeb
2021,4,Tomato,Black,Telangana,Zaid,1976.64,10.23,High,High,Sowing,Mancozeb
2023,7,Potato,Red,West Bengal,Kharif,1054.13,3.36,High,Low,Harvest,Mancozeb
2021,3,Tomato,Laterite,Karnataka,Rabi,1764.3,5.81,Medium,Low,Sowing,Mancozeb
2022,4,Potato,Sandy,Punjab,Zaid,1692.45,14.81,Low,Medium,Harvest,Mancozeb
2023,6,Potato,Sandy,Chhattisgarh,Kharif,1651.34,17.87,Low,Medium,Growth,Mancozeb
2019,12,Tomato,Alluvial,Haryana,Rabi,1168.72,14.44,High,Low,Sowing,Mancozeb
2017,11,Tomato,Laterite,Maharashtra,Rabi,1943.7,4.73,High,Medium,Harvest,Mancozeb
2023,10,Potato,Alluvial,Telangana,Kharif,1709.22,15.15,Low,Medium,Harvest,Mancozeb
2021,9,Tomato,Black,Kerala,Kharif,945.96,15.33,Medium,High,Growth,Mancozeb
2019,2,Tomato,Sandy,Telangana,Rabi,1470.82,19.57,Low,Low,Sowing,Mancozeb
2022,7,Tomato,Laterite,Tamil Nadu,Kharif,1991.76,8.49,Medium,Medium,Sowing,Mancozeb
2019,2,Potato,Laterite,Rajasthan,Rabi,1084.5,6.93,High,Low,Growth,Mancozeb
2016,1,Tomato,Sandy,Madhya Pradesh,Rabi,1063.57,19.79,High,Medium,Harvest,Mancozeb
2025,8,Tomato,Black,Telangana,Kharif,1735.57,11.5,Low,Medium,Harvest,Mancozeb
2017,10,Potato,Sandy,Tamil Nadu,Kharif,1742.42,6.62,Low,Medium,Growth,Mancozeb
2018,8,Potato,Alluvial,Punjab,Kharif,1085.39,14.83,High,Low,Sowing,Mancozeb
2022,4,Potato,Red,Karnataka,Zaid,855.23,16.0,Medium,High,Growth,Mancozeb
2019,2,Potato,Laterite,Kerala,Rabi,1792.58,6.91,High,High,Sowing,Mancozeb
2017,3,Potato,Red,Chhattisgarh,Rabi,968.45,8.29,Medium,Medium,Sowing,Mancozeb
2018,6,Potato,Red,West Bengal,Kharif,1390.04,4.0,High,Medium,Sowing,Mancozeb
2019,7,Potato,Black,Bihar,Kharif,1339.04,14.61,Medium,High,Harvest,Mancozeb
2024,3,Potato,Laterite,Kerala,Rabi,1714.67,7.44,Medium,Medium,Harvest,Mancozeb
2022,10,Tomato,Red,Uttar Pradesh,Kharif,1245.47,3.87,Low,Medium,Growth,Mancozeb
2022,9,Tomato,Red,Rajasthan,Kharif,809.78,13.82,Medium,High,Growth,Mancozeb
2019,4,Tomato,Laterite,Gujarat,Zaid,1080.25,11.28,Medium,Medium,Sowing,Mancozeb
2021,11,Potato,Sandy,Odisha,Rabi,1637.65,1.31,Low,High,Sowing,Mancozeb
2023,9,Tomato,Red,Maharashtra,Kharif,1401.74,12.51,Low,Low,Harvest,Mancozeb
2022,2,Potato,Laterite,West Bengal,Rabi,1358.59,1.78,Low,Low,Growth,Mancozeb
2025,10,Potato,Laterite,Andhra Pradesh,Kharif,1334.57,10.19,High,High,Growth,Mancozeb
2018,5,Potato,Sandy,West Bengal,Zaid,1111.3,1.41,Medium,Low,Harvest,Mancozeb
2018,6,Potato,Red,Chhattisgarh,Kharif,1714.4,19.42,Low,High,Harvest,Mancozeb
2022,6,Tomato,Sandy,Rajasthan,Kharif,1061.16,2.66,Medium,Low,Sowing,Mancozeb
2024,11,Potato,Alluvial,Gujarat,Rabi,1866.2,5.94,High,High,Growth,Mancozeb
2024,5,Potato,Sandy,Karnataka,Zaid,1307.49,12.42,Low,Medium,Harvest,Mancozeb
2016,1,Potato,Black,Telangana,Rabi,1959.76,17.26,High,High,Sowing,Mancozeb
2021,4,Potato,Sandy,Chhattisgarh,Zaid,1193.17,5.17,High,High,Harvest,Mancozeb
2020,9,Tomato,Red,Telangana,Kharif,1296.58,3.4,Medium,Medium,Growth,Mancozeb
2023,3,Potato,Alluvial,Haryana,Rabi,1655.94,12.7,Low,High,Sowing,Mancozeb
2017,7,Tomato,Laterite,Chhattisgarh,Kharif,954.21,13.23,Low,Medium,Sowing,Mancozeb
2025,3,Potato,Red,Haryana,Rabi,1109.1,7.93,High,Low,Growth,Mancozeb
2023,8,Potato,Alluvial,Andhra Pradesh,Kharif,1858.36,19.2,Medium,Low,Sowing,Mancozeb
2021,6,Tomato,Sandy,Kerala,Kharif,1900.9,3.83,Medium,Medium,Sowing,Mancozeb
2016,4,Tomato,Sandy,Kerala,Zaid,1808.69,13.66,High,Low,Growth,Mancozeb
2024,10,Tomato,Laterite,Telangana,Kharif,856.29,11.4,Medium,Medium,Growth,Mancozeb
2017,3,Potato,Alluvial,Uttar Pradesh,Rabi,1060.21,9.16,Medium,Medium,Sowing,Mancozeb
2024,10,Tomato,Black,Odisha,Kharif,1461.01,13.52,High,Low,Harvest,Mancozeb
2017,3,Tomato,Black,Jharkhand,Rabi,949.62,10.5,Medium,Medium,Growth,Mancozeb
2025,1,Tomato,Sandy,West Bengal,Rabi,1579.98,15.43,High,High,Growth,Mancozeb
2018,11,Potato,Laterite,Maharashtra,Rabi,1086.03,5.54,Medium,High,Sowing,Mancozeb
2020,9,Potato,Black,Rajasthan,Kharif,1269.48,11.62,Medium,Medium,Growth,Mancozeb
2025,3,Potato,Black,Bihar,Rabi,1971.85,11.07,Low,Low,Sowing,Mancozeb
2018,12,Tomato,Sandy,Rajasthan,Rabi,1687.39,7.53,Medium,Medium,Growth,Mancozeb
2017,4,Potato,Red,Gujarat,Zaid,1334.77,14.41,Low,High,Harvest,Mancozeb
2017,11,Tomato,Laterite,Maharashtra,Rabi,1351.28,11.99,High,Medium,Harvest,Mancozeb
2025,7,Potato,Black,Tamil Nadu,Kharif,1310.9,8.97,High,Low,Growth,Mancozeb
2022,9,Tomato,Red,Telangana,Kharif,868.0,2.87,High,High,Sowing,Mancozeb
2021,9,Tomato,Alluvial,Andhra Pradesh,Kharif,1697.51,16.87,Low,High,Growth,Mancozeb
2016,5,Potato,Laterite,Tamil Nadu,Zaid,1121.88,13.84,Medium,Medium,Sowing,Mancozeb
2016,1,Potato,Red,Telangana,Rabi,1673.01,9.35,Low,Low,Harvest,Mancozeb
2017,4,Potato,Alluvial,Tamil Nadu,Zaid,1794.73,17.45,Medium,Medium,Harvest,Mancozeb
2023,1,Tomato,Black,Tamil Nadu,Rabi,1784.52,6.15,High,Low,Harvest,Mancozeb
2024,10,Tomato,Red,Bihar,Kharif,1164.78,3.27,Low,Low,Harvest,Mancozeb
2018,6,Tomato,Alluvial,Madhya Pradesh,Kharif,886.86,15.37,Low,Medium,Sowing,Mancozeb
2022,5,Potato,Alluvial,Karnataka,Zaid,1190.31,0.97,Medium,High,Sowing,Mancozeb
2025,10,Tomato,Red,Bihar,Kharif,1260.28,6.51,Low,Low,Sowing,Mancozeb
2020,1,Tomato,Alluvial,Chhattisgarh,Rabi,1078.67,1.3,High,Low,Growth,Mancozeb
2019,12,Potato,Black,Uttar Pradesh,Rabi,1700.07,10.83,High,Medium,Sowing,Mancozeb
2024,4,Potato,Sandy,Haryana,Zaid,1408.24,10.9,Medium,Medium,Sowing,Mancozeb
2020,1,Potato,Sandy,Haryana,Rabi,1600.81,13.11,High,High,Harvest,Mancozeb
2018,7,Tomato,Alluvial,Jharkhand,Kharif,1969.69,13.3,Medium,High,Sowing,Mancozeb
2020,4,Potato,Red,Tamil Nadu,Zaid,1982.89,18.21,High,High,Growth,Mancozeb
2016,5,Potato,Sandy,Haryana,Zaid,1274.28,14.64,Low,Medium,Sowing,Mancozeb
2017,5,Tomato,Sandy,West Bengal,Zaid,1443.82,5.48,High,Low,Harvest,Mancozeb
2016,8,Potato,Alluvial,Uttar Pradesh,Kharif,1311.66,19.2,Low,High,Sowing,Mancozeb
2023,8,Potato,Sandy,Tamil Nadu,Kharif,1253.02,15.74,High,High,Growth,Mancozeb
2016,7,Potato,Laterite,Jharkhand,Kharif,1314.37,18.73,High,High,Sowing,Mancozeb
2016,12,Tomato,Laterite,Jharkhand,Rabi,1670.51,10.55,Low,Low,Growth,Mancozeb
2018,4,Potato,Alluvial,Haryana,Zaid,1777.11,3.76,High,Low,Sowing,Mancozeb
2024,6,Tomato,Alluvial,Madhya Pradesh,Kharif,1351.37,5.73,Low,Medium,Harvest,Mancozeb
2019,4,Tomato,Black,Chhattisgarh,Zaid,1376.57,14.88,High,Medium,Sowing,Mancozeb
2021,7,Tomato,Laterite,Rajasthan,Kharif,1751.9,1.03,Medium,High,Sowing,Mancozeb
2019,1,Tomato,Black,Karnataka,Rabi,1705.87,17.12,Medium,Medium,Harvest,Mancozeb
2017,6,Potato,Black,Maharashtra,Kharif,890.39,14.53,Low,Low,Sowing,Mancozeb
2024,2,Tomato,Sandy,Bihar,Rabi,1725.78,18.83,High,High,Harvest,Mancozeb
2025,5,Tomato,Alluvial,Kerala,Zaid,952.9,14.15,Low,High,Growth,Mancozeb
2018,6,Tomato,Sandy,Telangana,Kharif,1272.16,2.14,High,High,Sowing,Mancozeb
2024,6,Tomato,Sandy,Chhattisgarh,Kharif,951.87,14.31,Medium,High,Sowing,Mancozeb
2021,8,Potato,Red,Karnataka,Kharif,1578.88,5.96,High,Low,Sowing,Mancozeb
2023,3,Potato,Alluvial,Madhya Pradesh,Rabi,1105.06,13.01,Low,Low,Sowing,Mancozeb
2023,6,Potato,Sandy,Odisha,Kharif,1707.81,11.3,High,Low,Growth,Mancozeb
2025,8,Tomato,Black,Tamil Nadu,Kharif,880.11,17.17,Low,High,Growth,Mancozeb
2022,3,Tomato,Red,West Bengal,Rabi,804.81,17.97,High,High,Growth,Mancozeb
2016,7,Potato,Sandy,Chhattisgarh,Kharif,1258.57,4.67,High,High,Sowing,Mancozeb
2020,5,Tomato,Black,Punjab,Zaid,1647.94,19.1,High,High,Sowing,Mancozeb
2019,7,Tomato,Red,Andhra Pradesh,Kharif,1488.17,10.91,Low,Medium,Harvest,Mancozeb
2017,3,Potato,Alluvial,Odisha,Rabi,1042.31,10.79,Medium,High,Sowing,Mancozeb
2025,8,Tomato,Laterite,Madhya Pradesh,Kharif,1687.02,8.46,Medium,Low,Growth,Mancozeb
2021,6,Potato,Sandy,Madhya Pradesh,Kharif,1284.76,16.2,Low,Medium,Sowing,Mancozeb
2025,8,Potato,Sandy,Kerala,Kharif,1613.96,15.56,Low,High,Harvest,Mancozeb
2016,5,Potato,Sandy,Jharkhand,Zaid,1074.61,16.04,Low,High,Harvest,Mancozeb
2017,7,Potato,Red,Uttar Pradesh,Kharif,1798.43,9.82,Medium,High,Sowing,Mancozeb
2020,10,Potato,Alluvial,Bihar,Kharif,1198.21,3.93,Medium,High,Sowing,Mancozeb
2017,9,Tomato,Laterite,Bihar,Kharif,1690.2,17.85,Medium,High,Growth,Mancozeb
2016,7,Tomato,Black,Andhra Pradesh,Kharif,1067.09,19.27,High,Medium,Sowing,Mancozeb
2022,11,Potato,Sandy,West Bengal,Rabi,1199.48,3.63,Low,Medium,Sowing,Mancozeb
2021,1,Tomato,Sandy,Madhya Pradesh,Rabi,1303.34,16.73,Low,High,Harvest,Mancozeb
2018,3,Potato,Alluvial,Kerala,Rabi,1126.96,4.84,Low,High,Growth,Mancozeb
2019,5,Tomato,Sandy,Andhra Pradesh,Zaid,1436.77,5.1,Low,Medium,Harvest,Mancozeb
2021,9,Tomato,Red,Chhattisgarh,Kharif,964.79,16.81,Low,Low,Growth,Mancozeb
2025,3,Potato,Red,Madhya Pradesh,Rabi,1465.85,8.89,Low,Medium,Harvest,Mancozeb
2019,7,Potato,Alluvial,Odisha,Kharif,1304.36,4.81,Low,High,Sowing,Mancozeb
2022,10,Potato,Sandy,Assam,Kharif,1201.77,7.33,Low,Medium,Sowing,Mancozeb
2020,5,Tomato,Alluvial,Tamil Nadu,Zaid,1336.09,1.77,Medium,Low,Harvest,Mancozeb
2025,7,Tomato,Alluvial,Odisha,Kharif,1763.43,18.88,Low,Medium,Sowing,Mancozeb
2024,2,Tomato,Red,Odisha,Rabi,980.92,19.16,High,High,Harvest,Mancozeb
